zone_id,AGREMPN,OTHEMPN,MWTEMPN,FPSEMPN,RETEMPN,HEREMPN
494,0.001,0.019,0.019,0.019,0.019,0.019
495,0.001,0.019,0.019,0.019,0.019,0.019
496,0.001,0.019,0.019,0.019,0.019,0.019
497,0.001,0.019,0.019,0.019,0.019,0.019
498,0.001,0.019,0.019,0.019,0.019,0.019
499,0.001,0.019,0.019,0.019,0.019,0.019
500,0.001,0.019,0.019,0.019,0.019,0.019
501,0.001,0.019,0.019,0.019,0.019,0.019
502,0.001,0.019,0.019,0.019,0.019,0.019
503,0.001,0.019,0.019,0.019,0.019,0.019
504,0.001,0.019,0.019,0.019,0.019,0.019
505,0.001,0.019,0.019,0.019,0.019,0.019
506,0.001,0.019,0.019,0.019,0.019,0.019
507,0.001,0.019,0.019,0.019,0.019,0.019
508,0.001,0.019,0.019,0.019,0.019,0.019
509,0.001,0.019,0.019,0.019,0.019,0.019
510,0,0,0,0,0,0
511,0,0,0,0,0,0
512,0.001,0.019,0.019,0.019,0.019,0.019
513,0.001,0.019,0.019,0.019,0.019,0.019
514,0.001,0.019,0.019,0.019,0.019,0.019
515,0.001,0.019,0.019,0.019,0.019,0.019
516,0.001,0.019,0.019,0.019,0.019,0.019
517,0.001,0.019,0.019,0.019,0.019,0.019
518,0.001,0.019,0.019,0.019,0.019,0.019
519,0.001,0.019,0.019,0.019,0.019,0.019
520,0.001,0.019,0.019,0.019,0.019,0.019
521,0.001,0.019,0.019,0.019,0.019,0.019
522,0.001,0.019,0.019,0.019,0.019,0.019
523,0.001,0.019,0.019,0.019,0.019,0.019
524,0.001,0.019,0.019,0.019,0.019,0.019
525,0.001,0.019,0.019,0.019,0.019,0.019
526,0.001,0.019,0.019,0.019,0.019,0.019
527,0.001,0.019,0.019,0.019,0.019,0.019
528,0.001,0.019,0.019,0.019,0.019,0.019
529,0.001,0.019,0.019,0.019,0.019,0.019
530,0.001,0.019,0.019,0.019,0.019,0.019
531,0.001,0.019,0.019,0.019,0.019,0.019
532,0.001,0.019,0.019,0.019,0.019,0.019
533,0.001,0.019,0.019,0.019,0.019,0
534,0.001,0.019,0.019,0.019,0.019,0.019
535,0.001,0.019,0.019,0.019,0.019,0.019
536,0.001,0.019,0.019,0.019,0.019,0.019
537,0.001,0.019,0.019,0.019,0.019,0.019
538,0.001,0.019,0.019,0.019,0.019,0.019
539,0.001,0.019,0.019,0.019,0.019,0.019
540,0.001,0.019,0.019,0.019,0.019,0.019
541,0.001,0.019,0.019,0.019,0.019,0.019
542,0.001,0.019,0.019,0.019,0.019,0.019
543,0.001,0.019,0.019,0.019,0.019,0.019
544,0.001,0.019,0.019,0.019,0.019,0.019
545,0.001,0.019,0.019,0.019,0.019,0.019
546,0.001,0,0.019,0.019,0.019,0.019
547,0.001,0.019,0.019,0.019,0.019,0.019
548,0.001,0.019,0.019,0.019,0.019,0.019
549,0.001,0.019,0.019,0.019,0.019,0.019
550,0.001,0.019,0.019,0.019,0.019,0.019
551,0.001,0.019,0.019,0.019,0.019,0.019
552,0.001,0.019,0.019,0.019,0.019,0.019
553,0.001,0.019,0.019,0.019,0.019,0.019
554,0.001,0.019,0.019,0.019,0.019,0.019
555,0.001,0.019,0.019,0.019,0.019,0.019
556,0.001,0.019,0.019,0.019,0.019,0
557,0.001,0.019,0.019,0.019,0.019,0
558,0.001,0.019,0.019,0.019,0.019,0.019
559,0.001,0.019,0.019,0.019,0.019,0.019
560,0.001,0.019,0.019,0.019,0.019,0.019
561,0.001,0.019,0.019,0.019,0.019,0.019
562,0.001,0.019,0.019,0.019,0.019,0.019
563,0.001,0.019,0.019,0.019,0.019,0.019
564,0.001,0.019,0.019,0.019,0.019,0.019
565,0.001,0.019,0.019,0.019,0.019,0.019
566,0.001,0.019,0.019,0.019,0.019,0.019
567,0.001,0.019,0.019,0.019,0.019,0.019
568,0.001,0.019,0.019,0.019,0.019,0.019
569,0.001,0.019,0.019,0.019,0.019,0.019
570,0.001,0.019,0.019,0.019,0.019,0.019
571,0.001,0.019,0.019,0.019,0.019,0.019
572,0.001,0.019,0.019,0.019,0.019,0.019
573,0.001,0.019,0.019,0.019,0.019,0.019
574,0.001,0.019,0.019,0.019,0.019,0.019
575,0.001,0.019,0.019,0.019,0.019,0.019
576,0.001,0.019,0.019,0.019,0.019,0.019
577,0.001,0.019,0.019,0.019,0.019,0.019
578,0.001,0.019,0.019,0.019,0.019,0.019
579,0.001,0.019,0.019,0.019,0.019,0.019
580,0.001,0.019,0.019,0.019,0.019,0.019
581,0.001,0.019,0.019,0.019,0.019,0.019
582,0.001,0.019,0.019,0.019,0.019,0.019
583,0.001,0.019,0.019,0.019,0.005,0.019
584,0.001,0.019,0.019,0.019,0.019,0.019
585,0.001,0.019,0.019,0.019,0.019,0.019
586,0.001,0.019,0.019,0.019,0.019,0.019
587,0.001,0.019,0.019,0.019,0.019,0.019
588,0.001,0.019,0.019,0.019,0.019,0.019
589,0.001,0.019,0.019,0.019,0.019,0.019
590,0.001,0.019,0.019,0.019,0.019,0.019
591,0.001,0.019,0.019,0.019,0.019,0.019
592,0.001,0.019,0.019,0.019,0.019,0.019
593,0.001,0.019,0.019,0.019,0.019,0.019
594,0.001,0.019,0.019,0.019,0.019,0.019
595,0.001,0.019,0.019,0.019,0.019,0
596,0.001,0.019,0.019,0.019,0.019,0.019
597,0.001,0.019,0.019,0.019,0.019,0.019
598,0.001,0.019,0.019,0.019,0.019,0.019
599,0.001,0.019,0.019,0.019,0.019,0.019
600,0.001,0.019,0.019,0.019,0.019,0.019
601,0.001,0.019,0.019,0.019,0.019,0.019
602,0.001,0.019,0.019,0.019,0.019,0.019
603,0.001,0.019,0.019,0.019,0.019,0.019
604,0.001,0.019,0.019,0.019,0.019,0.019
605,0.001,0.019,0.019,0.019,0.019,0.019
606,0.001,0.019,0.019,0.019,0.019,0.019
607,0.001,0.019,0.019,0.019,0.005,0.019
608,0.001,0.019,0.019,0.019,0.019,0
609,0.001,0.019,0.019,0.019,0.019,0.019
610,0.001,0.019,0.019,0.019,0.019,0.019
611,0.001,0.019,0.019,0.019,0.019,0.019
612,0.001,0.019,0.019,0.019,0.019,0.019
613,0.001,0.019,0.019,0.019,0.019,0.019
614,0.001,0.019,0.019,0.019,0.019,0.019
615,0.001,0.019,0.019,0.019,0.019,0.019
616,0.001,0.019,0.019,0.019,0.019,0.019
617,0.001,0.019,0.019,0.019,0.019,0.019
618,0.001,0.019,0.019,0.019,0.019,0.019
619,0.001,0.019,0.019,0.019,0.019,0.019
620,0.001,0.019,0.019,0.019,0.019,0.019
621,0.001,0.019,0.019,0.019,0.019,0.019
622,0.001,0.019,0.019,0.019,0.019,0.019
623,0.001,0.019,0.019,0.019,0.019,0.019
624,0.001,0.019,0.019,0.019,0.019,0.019
625,0.001,0.019,0.019,0.019,0.019,0.019
626,0.001,0.019,0.019,0.019,0.019,0.019
627,0.001,0.019,0.019,0.019,0.019,0.019
628,0.001,0.019,0.019,0.019,0.019,0.019
629,0.001,0.019,0.019,0.019,0.019,0.019
630,0.001,0.019,0.019,0.019,0.019,0.019
631,0.001,0.019,0.019,0.019,0.019,0.019
632,0.001,0.019,0.019,0.019,0.019,0.019
633,0.001,0.019,0.019,0.019,0.019,0.019
634,0.001,0.019,0.019,0.019,0.019,0.019
635,0.001,0.019,0.019,0.019,0.019,0.019
636,0.001,0.019,0.019,0.019,0.019,0.019
637,0.001,0.019,0.019,0.019,0.019,0.019
638,0.001,0.019,0.019,0.019,0.019,0.019
639,0.001,0.019,0.019,0.019,0.019,0.019
640,0.001,0.019,0.019,0.019,0.019,0.019
641,0.001,0.019,0.019,0.019,0.019,0.019
642,0.001,0.019,0.019,0.019,0.019,0.019
643,0.001,0.019,0.019,0.019,0.019,0.019
644,0.001,0.019,0.019,0.019,0.019,0.019
645,0.001,0.019,0.019,0.019,0.019,0.019
646,0.001,0.019,0.019,0.019,0.019,0.019
647,0.001,0.019,0.019,0.019,0.019,0.019
648,0.001,0.019,0.019,0.019,0.019,0.019
649,0.001,0.019,0.019,0.019,0.019,0.019
650,0.001,0.019,0.019,0.019,0.019,0.019
651,0.001,0.019,0.019,0.019,0.019,0.019
652,0.001,0.019,0.019,0.019,0.019,0.019
653,0.001,0.019,0.019,0.019,0.019,0
654,0.001,0.019,0.019,0.019,0.019,0.019
655,0.001,0.019,0.019,0.019,0.019,0.019
656,0.001,0.019,0.019,0.019,0.019,0.019
657,0.001,0.019,0.019,0.019,0.019,0.019
658,0.001,0.019,0.019,0.019,0.019,0.019
659,0.001,0.019,0.019,0.019,0.019,0.019
660,0.001,0.019,0.019,0.019,0.019,0.019
661,0.001,0.019,0.019,0.019,0.019,0.019
662,0.001,0.019,0.019,0.019,0.019,0.019
663,0.001,0.019,0.019,0.019,0.019,0.019
664,0.001,0.019,0.019,0.019,0.019,0.019
665,0.001,0.019,0.019,0.019,0.019,0.019
666,0.001,0.019,0.019,0.019,0.019,0.019
667,0.001,0.019,0.019,0.019,0.019,0.019
668,0.001,0.019,0.019,0.019,0.019,0.019
669,0.001,0.019,0.019,0.019,0.019,0.019
670,0.001,0.019,0.019,0.019,0.019,0.019
671,0.001,0.019,0.019,0.019,0.019,0.019
672,0.001,0.019,0.019,0.019,0.019,0.019
673,0.001,0.019,0.019,0.019,0.019,0.019
674,0.001,0.019,0.019,0.019,0.019,0.019
675,0.001,0.019,0.019,0.019,0.019,0.019
676,0.001,0.019,0.019,0.019,0.019,0.019
677,0.001,0.019,0.019,0.019,0.005,0.019
678,0.001,0.019,0.019,0.019,0.019,0.019
679,0.001,0.019,0.019,0.019,0.019,0.019
680,0.001,0.019,0.019,0.019,0.019,0.019
681,0.001,0.019,0.019,0.019,0.019,0.019
682,0.001,0.019,0.019,0.019,0.019,0.019
683,0.001,0.019,0.019,0.019,0.019,0.019
684,0.001,0.019,0.019,0.019,0.019,0.019
685,0.001,0.019,0.019,0.019,0.019,0.019
686,0.001,0.019,0.019,0.019,0.019,0.019
687,0.001,0.019,0.019,0.019,0.019,0.019
688,0.001,0.019,0.019,0.019,0.019,0.019
689,0.001,0.019,0.019,0.019,0.019,0.019
690,0.001,0.019,0.019,0.019,0.019,0.019
691,0.001,0.019,0.019,0.019,0.019,0.019
692,0.001,0.019,0.019,0.019,0.019,0.019
693,0.001,0.019,0.019,0.019,0.019,0.019
694,0.001,0.019,0.019,0.019,0.019,0.019
695,0.001,0.019,0.019,0.019,0.019,0.019
696,0.001,0.019,0.019,0.019,0.019,0.019
697,0.001,0.019,0.019,0.019,0.019,0.019
698,0.001,0.019,0.019,0.019,0.019,0.019
699,0.001,0.019,0.019,0.019,0.019,0.019
700,0.001,0.019,0.019,0.019,0.019,0.019
701,0.001,0.019,0.019,0.019,0.019,0.019
702,0.001,0.019,0.019,0.019,0.019,0.019
703,0.001,0.019,0.019,0.019,0.019,0.019
704,0.001,0.019,0.019,0.019,0.019,0.019
705,0.001,0.019,0.019,0.019,0.019,0.019
706,0.001,0.019,0.019,0.019,0.019,0.019
707,0.001,0.019,0.019,0.019,0.019,0.019
708,0.001,0.019,0.019,0.019,0.019,0.019
709,0.001,0.019,0.019,0.019,0.019,0.019
710,0.001,0.019,0.019,0.019,0.019,0.019
711,0.001,0.019,0.019,0.019,0.019,0.019
712,0.001,0.019,0.019,0.019,0.019,0.019
713,0.001,0.019,0.019,0.019,0.019,0.019
714,0.001,0.019,0.019,0.019,0.019,0.019
715,0.001,0.019,0.019,0.019,0.019,0.019
716,0.001,0.019,0.019,0.019,0.019,0.019
717,0.001,0.019,0.019,0.019,0.019,0.019
718,0.001,0.019,0.019,0.019,0.019,0.019
719,0.001,0.019,0.019,0.019,0.019,0.019
720,0.001,0.019,0.019,0.019,0.019,0.019
721,0.001,0.019,0.019,0.019,0.019,0.019
722,0.001,0.019,0.019,0.019,0.019,0.019
723,0.001,0.019,0.019,0.019,0.019,0.019
724,0.001,0.019,0.019,0.019,0.019,0.019
725,0.001,0.019,0.019,0.019,0.019,0.019
726,0.001,0.019,0.019,0.019,0.019,0.019
727,0.001,0.019,0.019,0.019,0.019,0.019
728,0.001,0.019,0.019,0.019,0.019,0.019
729,0.001,0.019,0.019,0.019,0.019,0.019
730,0.001,0.019,0.019,0.019,0.019,0.019
731,0.001,0.019,0.019,0.019,0.019,0.019
732,0.001,0.019,0.019,0.019,0.019,0.019
733,0.001,0.019,0.019,0.019,0.019,0.019
734,0.001,0.019,0.019,0.019,0.019,0.019
735,0.001,0.019,0.019,0.019,0.019,0.019
736,0.001,0.019,0.019,0.019,0,0.019
737,0.001,0.019,0.019,0.019,0.019,0.019
738,0.001,0.019,0.019,0.019,0.019,0.019
739,0.001,0.019,0.019,0.019,0.019,0.019
740,0.001,0.019,0.019,0.019,0.019,0.019
741,0.001,0.019,0.019,0.019,0.019,0.019
742,0.001,0.019,0.019,0.019,0.019,0.019
743,0.001,0.019,0.019,0.019,0.019,0.019
744,0.001,0.019,0.019,0.019,0.019,0.019
745,0.001,0.019,0.019,0.019,0.019,0.019
746,0.001,0.019,0.019,0.019,0.019,0.019
747,0.001,0.019,0.019,0.019,0.019,0.019
748,0.001,0.019,0.019,0.019,0.019,0.019
749,0.001,0.019,0.019,0.019,0.019,0.019
750,0.001,0.019,0.019,0.019,0.019,0.019
751,0.001,0.019,0.019,0.019,0.019,0.019
752,0.001,0.019,0.019,0.019,0.019,0.019
753,0.001,0.019,0.019,0.019,0.019,0.019
754,0.001,0.019,0.019,0.019,0.019,0.019
755,0.001,0.019,0.019,0.019,0.019,0.019
756,0.001,0.019,0.019,0.019,0.019,0.019
757,0.001,0.019,0.019,0.019,0.019,0.019
758,0.001,0.019,0.019,0.019,0.019,0.019
759,0.001,0.019,0.019,0.019,0.019,0.019
760,0.001,0.019,0.019,0.019,0.019,0.019
761,0.001,0.019,0.019,0.019,0.019,0.019
762,0.001,0.019,0.019,0.019,0.019,0.019
763,0.001,0.019,0.019,0.019,0.019,0.019
764,0.001,0.019,0.019,0.019,0.019,0.019
765,0.001,0.019,0.019,0.019,0.019,0.019
766,0.001,0.019,0.019,0.019,0.019,0.019
767,0.001,0.019,0.019,0.019,0.019,0.019
768,0.001,0.019,0.019,0.019,0.019,0.019
769,0.001,0.019,0.019,0.019,0.019,0.019
770,0.001,0.019,0.019,0.019,0.019,0.019
771,0.001,0.019,0.019,0.019,0.019,0.019
772,0.001,0.019,0.019,0.019,0.019,0.019
773,0.001,0.019,0.019,0.019,0.019,0.019
774,0.001,0.019,0.019,0.019,0.019,0.019
775,0.001,0.019,0.019,0.019,0.019,0.019
776,0.001,0.019,0.019,0.019,0.019,0.019
777,0.001,0.019,0.019,0.019,0.019,0.019
778,0.001,0.019,0.019,0.019,0.019,0.019
779,0.001,0.019,0.019,0.019,0.019,0.019
780,0.001,0.019,0.019,0.019,0.019,0.019
781,0.001,0.019,0.019,0.019,0.019,0.019
782,0.001,0.019,0.019,0.019,0.019,0.019
783,0.001,0.019,0.019,0.019,0.019,0.019
784,0.001,0.019,0.019,0.019,0.019,0.019
785,0.001,0.019,0.019,0.019,0.019,0.019
786,0.001,0.019,0.019,0.019,0.019,0.019
787,0.001,0.019,0.019,0.019,0.019,0.019
788,0.001,0.019,0.019,0.019,0.019,0.019
789,0.001,0.019,0.019,0.019,0.019,0.019
790,0.001,0.019,0.019,0.019,0.019,0.019
791,0.001,0.019,0.019,0.019,0.019,0.019
792,0.001,0.019,0.019,0.019,0.019,0.019
793,0.001,0.019,0.019,0.019,0.019,0.019
794,0.001,0.019,0.019,0.019,0.019,0.019
795,0.001,0.019,0.019,0.019,0.019,0.019
796,0.001,0.019,0.019,0.019,0.019,0.019
797,0.001,0.019,0.019,0.019,0.019,0.019
798,0.001,0.019,0.019,0.019,0.019,0.019
799,0.001,0.019,0.019,0.019,0.019,0.019
800,0.001,0.019,0.019,0.019,0.019,0.019
801,0.001,0.019,0.019,0.019,0.019,0.019
802,0.001,0.019,0.019,0.019,0.019,0.019
803,0.001,0.019,0.019,0.019,0.019,0.019
804,0.001,0.019,0.019,0.019,0.019,0.019
805,0.001,0.019,0.019,0.019,0.019,0.019
806,0.001,0.019,0.019,0.019,0.019,0.019
807,0.001,0.019,0.019,0.019,0.019,0.019
808,0.001,0.019,0.019,0.019,0.019,0.019
809,0.001,0.019,0.019,0.019,0.019,0.019
810,0.001,0.019,0.019,0.019,0.019,0.019
811,0.001,0.019,0.019,0.019,0.019,0.019
812,0.001,0.019,0.019,0.019,0.019,0.019
813,0.001,0.019,0.019,0.019,0.019,0.019
814,0.001,0.019,0.019,0.019,0.019,0.019
815,0.001,0.019,0.019,0.019,0.019,0.019
816,0.001,0.019,0.019,0.019,0.019,0.019
817,0.001,0.019,0.019,0.019,0.019,0.019
818,0.001,0.019,0.019,0.019,0.019,0.019
819,0.001,0.019,0.019,0.019,0.019,0.019
820,0.001,0.019,0.019,0.019,0.019,0.019
821,0.001,0.019,0.019,0.019,0.019,0
822,0.001,0.019,0.019,0.019,0.019,0.019
823,0.001,0.019,0.019,0.019,0.019,0.019
824,0.001,0.019,0.019,0.019,0.019,0.019
825,0.001,0.019,0.019,0.019,0.019,0.019
826,0.001,0.019,0.019,0.019,0.019,0.019
827,0.001,0.019,0.019,0.019,0.019,0.019
828,0.001,0.019,0.019,0.019,0.019,0.019
829,0.001,0.019,0.019,0.019,0.019,0.019
830,0.001,0.019,0.019,0.019,0.019,0.019
831,0.001,0.019,0.019,0.019,0.019,0.019
832,0.001,0.019,0.019,0.019,0.019,0.019
833,0.001,0.019,0.019,0.019,0.019,0.019
834,0.001,0.019,0.019,0.019,0.019,0.019
835,0.001,0.019,0.019,0.019,0.019,0.019
836,0.001,0.019,0.019,0.019,0.019,0.019
837,0.001,0.019,0.019,0.019,0.019,0.019
838,0.001,0.019,0.019,0.019,0.019,0.019
839,0.001,0.019,0.019,0.019,0.019,0.019
840,0.001,0.019,0.019,0.019,0.019,0.019
841,0.001,0.019,0.019,0.019,0.019,0.019
842,0.001,0.019,0.019,0.019,0.019,0.019
843,0.001,0.019,0.019,0.019,0.019,0.019
844,0.001,0.019,0.019,0.019,0.019,0.019
845,0.001,0.019,0.019,0.019,0.019,0.019
846,0.001,0.019,0.019,0.019,0.019,0.019
847,0.001,0.019,0.019,0.019,0.019,0.019
848,0.001,0.019,0.019,0.019,0.019,0.019
849,0.001,0.019,0.019,0.019,0.019,0.019
850,0.001,0.019,0.019,0.019,0.019,0.019
851,0.001,0.019,0.019,0.019,0.019,0.019
852,0.001,0.019,0.019,0.019,0.019,0.019
853,0.001,0.019,0.019,0.019,0.019,0.019
854,0.001,0.019,0.019,0.019,0.019,0.019
855,0.001,0.019,0.019,0.019,0.019,0.019
856,0.001,0.019,0.019,0.019,0.019,0.019
857,0.001,0.019,0.019,0.019,0.019,0.019
858,0.001,0.019,0.019,0.019,0.019,0.019
859,0.001,0.019,0.019,0.019,0.019,0.019
860,0.001,0.019,0.019,0.019,0.019,0.019
861,0.001,0.019,0.019,0.019,0.019,0
862,0.001,0.019,0.019,0.019,0.019,0.019
863,0.001,0.019,0.019,0.019,0.005,0.019
864,0.001,0.019,0.019,0.019,0.019,0.019
865,0.001,0.019,0.019,0.019,0.019,0.019
866,0.001,0.019,0.019,0.019,0.019,0.019
867,0.001,0.019,0.019,0.019,0.019,0.019
868,0.001,0.019,0.019,0.019,0.019,0.019
869,0.001,0.019,0.019,0.019,0.019,0.019
870,0.001,0.019,0.019,0.019,0.019,0.019
871,0.001,0.019,0.019,0.019,0.019,0.019
872,0.001,0.019,0.019,0.019,0.019,0.019
873,0.001,0.019,0.019,0.019,0.019,0.019
874,0,0,0,0,0,0
875,0.001,0.019,0.019,0.019,0.019,0.019
876,0.001,0.019,0.019,0.019,0.019,0.019
877,0.001,0.019,0.019,0.019,0.019,0.019
878,0.001,0.019,0.019,0.019,0.019,0.019
879,0.001,0.019,0.019,0.019,0.019,0.019
880,0.001,0.019,0.019,0.019,0.019,0.019
881,0.001,0.019,0.019,0.019,0.019,0.019
882,0.001,0.019,0.019,0.019,0.019,0.019
883,0.001,0.019,0.019,0.019,0.019,0.019
884,0.001,0.019,0.019,0.019,0.019,0.019
885,0.001,0.019,0.019,0.019,0.019,0
886,0.001,0.019,0.019,0.019,0.019,0.019
887,0.001,0.019,0.019,0.019,0.019,0.019
888,0.001,0.019,0.019,0.019,0.019,0.019
889,0.001,0.019,0.019,0.019,0.019,0.019
890,0.001,0.019,0.019,0.019,0.019,0.019
891,0.001,0.019,0.019,0.019,0.019,0.019
892,0.001,0.019,0.019,0.019,0.019,0.019
893,0.001,0.019,0.019,0.019,0.019,0.019
894,0.001,0.019,0.019,0.019,0.019,0.019
895,0.001,0.019,0.019,0.019,0.019,0.019
896,0.001,0.019,0.019,0.019,0.019,0.019
897,0.001,0.019,0.019,0.019,0.019,0.019
898,0.001,0.019,0.019,0.019,0.019,0.019
899,0.001,0.019,0.019,0.019,0.019,0.019
900,0.001,0.019,0.019,0.019,0.019,0.019
901,0.001,0.019,0.019,0.019,0.019,0.019
902,0.001,0.019,0.019,0.019,0.019,0
903,0.001,0.019,0.019,0.019,0.019,0.019
904,0.001,0.019,0.019,0.019,0.019,0.019
905,0.001,0.019,0.019,0.019,0.019,0.019
906,0.001,0.019,0.019,0.019,0.019,0.019
907,0.001,0.019,0.019,0.019,0.019,0.019
908,0.001,0.019,0.019,0.019,0.019,0.019
909,0.001,0.019,0.019,0.019,0.019,0.019
910,0.001,0.019,0.019,0.019,0.019,0.019
911,0.001,0.019,0.019,0.019,0.019,0.019
912,0.001,0.019,0.019,0.019,0.019,0.019
913,0.001,0.019,0.019,0.019,0.019,0.019
914,0.001,0.019,0.019,0.019,0.019,0.019
915,0.001,0.019,0.019,0.019,0.019,0.019
916,0.001,0.019,0.019,0.019,0.019,0.019
917,0.001,0.019,0.019,0.019,0.019,0.019
918,0.001,0.019,0.019,0.019,0.019,0.019
919,0.001,0.019,0.019,0.019,0.019,0.019
920,0.001,0.019,0.019,0.019,0.019,0.019
921,0.001,0.019,0.019,0.019,0.019,0.019
922,0.001,0.019,0.019,0.019,0.019,0.019
923,0.001,0.019,0.019,0.019,0.019,0.019
924,0.001,0.019,0.019,0.019,0.019,0.019
925,0.001,0.019,0.019,0.019,0.019,0.019
926,0.001,0.019,0.019,0.019,0.019,0.019
927,0.001,0.019,0.019,0.019,0.019,0.019
928,0.001,0.019,0.019,0.019,0.019,0.019
929,0.001,0.019,0.019,0.019,0.019,0.019
930,0.001,0.019,0.019,0.019,0.019,0.019
931,0.001,0.019,0.019,0.019,0.019,0.019
932,0.001,0.019,0.019,0.019,0.019,0.019
933,0.001,0.019,0.019,0.019,0.019,0.019
934,0.001,0.019,0.019,0.019,0.019,0.019
935,0.001,0.019,0.019,0.019,0.019,0.019
936,0.001,0.019,0.019,0.019,0.019,0.019
937,0.001,0.019,0.019,0.019,0.019,0.019
938,0.001,0.019,0.019,0.019,0.019,0.019
939,0.001,0.019,0.019,0.019,0.019,0.019
940,0.001,0.019,0.019,0.019,0.019,0.019
941,0.001,0.019,0.019,0.019,0.019,0.019
942,0.001,0.019,0.019,0.019,0.019,0.019
943,0.001,0.019,0.019,0.019,0.019,0.019
944,0.001,0.019,0.019,0.019,0.019,0.019
945,0.001,0.019,0.019,0.019,0.019,0.019
946,0.001,0.019,0.019,0.019,0.019,0
947,0.001,0.019,0.019,0.019,0.019,0.019
948,0.001,0.019,0.019,0.019,0.019,0.019
949,0.001,0.019,0.019,0.019,0.019,0.019
950,0.001,0.019,0.019,0.019,0.019,0.019
951,0.001,0.019,0.019,0.019,0.019,0.019
952,0.001,0.019,0.019,0.019,0.019,0.019
953,0.001,0.019,0.019,0.019,0.019,0.019
954,0.001,0.019,0.019,0.019,0.019,0.019
955,0.001,0.019,0.019,0.019,0.019,0.019
956,0.001,0.019,0.019,0.019,0.019,0.019
957,0.001,0.019,0.019,0.019,0.019,0.019
958,0.001,0.019,0.019,0.019,0.019,0.019
959,0.001,0.019,0.019,0.019,0.019,0.019
960,0.001,0.019,0.019,0.019,0.019,0.019
961,0.001,0.019,0.019,0.019,0.019,0.019
962,0.001,0.019,0.019,0.019,0.019,0.019
963,0.001,0.019,0.019,0.019,0.019,0.019
964,0.001,0.019,0.019,0.019,0.019,0.019
965,0.001,0.019,0.019,0.019,0.019,0.019
966,0.001,0.019,0.019,0.019,0.019,0.019
967,0.001,0.019,0.019,0.019,0.019,0.019
968,0.001,0.019,0.019,0.019,0.019,0.019
969,0.001,0.019,0.019,0.019,0.019,0.019
