County,Taz,Local Govt Jobs per TAZ pop,ed_k12 Jobs per TAZ pop,County Govt Jobs per County Pop,State Govt Jobs per Reg Pop,Federal Govt Jobs per Reg Pop,ed_high Jobs per Reg Pop
Santa Clara,353,0.0085194,0.0135675,0,0,0,0
Santa Clara,354,0.0085194,0.0135675,0,0,0,0
Santa Clara,355,0.0085194,0.0135675,0,0,0,0
Santa Clara,356,0.0085194,0.0135675,0,0,0.0000041,0.0000082
Santa Clara,357,0.0085194,0.0135675,0,0,0,0.0000085
Santa Clara,358,0.0085194,0.0135675,0,0,0,0.0000162
Santa Clara,359,0.0085194,0.0135675,0,0,0,0
Santa Clara,360,0.0085194,0.0135675,0,0,0,0.0000051
Santa Clara,361,0.0085194,0.0135675,0,0,0,0.0000056
Santa Clara,362,0.0085194,0.0135675,0,0,0,0.0000049
Santa Clara,363,0.0085194,0.0135675,0,0,0,0.0000295
Santa Clara,364,0.0085194,0.0135675,0,0.0000007,0,0.0000007
Santa Clara,365,0.0085194,0.0043933,0,0,0.0000051,0
Santa Clara,366,0.0085194,0.0135675,0,0,0,0
Santa Clara,367,0.0085194,0.0135675,0,0,0,0.0000142
Santa Clara,368,0.0085194,0.0047085,0,0,0,0.0000062
Santa Clara,369,0.0085194,0.0191847,0,0,0,0.0000141
Santa Clara,370,0.0085194,0.0191847,0,0,0,0.0000071
Santa Clara,371,0.0085194,0.0191847,0,0.0000006,0,0
Santa Clara,372,0.0085194,0.0043933,0,0,0,0
Santa Clara,373,0.0085194,0.0043933,0,0,0,0.0000071
Santa Clara,374,0.0085194,0.0043933,0,0,0,0
Santa Clara,375,0.0085194,0.0043933,0,0,0,0
Santa Clara,376,0.0085194,0.0043933,0,0,0,0.0000104
Santa Clara,377,0.0085194,0.0043933,0.0000451,0,0.0000017,0.0000031
Santa Clara,378,0.0085194,0.0043933,0,0,0.0000003,0
Santa Clara,379,0.0085194,0.0043933,0.0000034,0,0,0.0000099
Santa Clara,380,0.0085194,0.0043933,0,0,0,0
Santa Clara,381,0.0085194,0.0043933,0,0,0,0
Santa Clara,382,0.0085194,0.0043933,0,0,0,0.0000072
Santa Clara,383,0.0085194,0.0043933,0,0,0,0.0000049
Santa Clara,384,0.0085194,0.0191847,0,0,0,0.0000021
Santa Clara,385,0.0085194,0.0191847,0,0,0,0
Santa Clara,386,0.0085194,0.0191847,0,0,0,0.0000051
Santa Clara,387,0.0085194,0.0191847,0,0,0,0
Santa Clara,388,0.0085194,0.0191847,0,0,0,0.0000563
Santa Clara,389,0.0085194,0.0043933,0,0,0,0
Santa Clara,390,0.0085194,0.0043933,0,0,0,0.0000042
Santa Clara,391,0.0085194,0.0043933,0,0,0,0
Santa Clara,392,0.0085194,0.0102757,0,0,0,0
Santa Clara,393,0.0085194,0.0102757,0,0,0,0.0000106
Santa Clara,394,0.0085194,0.0102757,0.0000011,0,0,0.0000071
Santa Clara,395,0.0085194,0.0102757,0,0,0,0
Santa Clara,396,0.0085194,0.0102757,0,0,0,0
Santa Clara,397,0.0085194,0.0043933,0,0,0,0
Santa Clara,398,0.0085194,0.0043933,0,0,0,0
Santa Clara,399,0.0085194,0.0043933,0.0000068,0,0,0
Santa Clara,400,0.0085194,0.0043933,0,0,0,0
Santa Clara,401,0.0085194,0.0043933,0.0000017,0,0.0000186,0
Santa Clara,402,0.0085194,0.0043933,0,0,0.0001963,0
Santa Clara,403,0.0085194,0.0102757,0,0,0.0000465,0
Santa Clara,404,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,405,0.0085194,0.0262611,0,0,0,0
Santa Clara,406,0.0085194,0.0262611,0,0,0,0
Santa Clara,407,0.0085194,0.0119052,0,0.0000382,0,0
Santa Clara,408,0.0085194,0.0119052,0.0001935,0,0,0
Santa Clara,409,0.0085194,0.0119052,0.0001411,0,0,0
Santa Clara,410,0.0085194,0.0119052,0,0.000141,0,0
Santa Clara,411,0.0085194,0.0119052,0,0,0,0
Santa Clara,412,0.0085194,0.0119052,0.0006641,0.0000078,0,0
Santa Clara,413,0.0085194,0.0172741,0.0000056,0,0,0
Santa Clara,414,0.0085194,0.0172741,0,0,0,0.0000099
Santa Clara,415,0.0085194,0.0172741,0,0,0.0000006,0
Santa Clara,416,0.0085194,0.0172741,0,0,0.0000006,0.0000049
Santa Clara,417,0.0085194,0.0172741,0,0,0,0
Santa Clara,418,0.0085194,0.0102757,0,0,0,0
Santa Clara,419,0.0085194,0.0102757,0,0,0,0.0000049
Santa Clara,420,0.0085194,0.0102757,0,0,0.0000111,0.0000106
Santa Clara,421,0.0085194,0.0102757,0,0,0,0
Santa Clara,422,0.0085194,0.0102757,0,0,0.0000014,0
Santa Clara,423,0.0085194,0.0102757,0,0,0,0.0000078
Santa Clara,424,0.0085194,0.0102757,0,0,0,0.0000113
Santa Clara,425,0.0085194,0.0102757,0,0,0,0.0000099
Santa Clara,426,0.0085194,0.0102757,0,0,0,0
Santa Clara,427,0.0085194,0.0102757,0,0,0,0
Santa Clara,428,0.0085194,0.0102757,0,0,0,0
Santa Clara,429,0.0085194,0.0172741,0,0,0,0
Santa Clara,430,0.0085194,0.0172741,0,0,0,0
Santa Clara,431,0.0085194,0.0172741,0,0,0,0
Santa Clara,432,0.0085194,0.0172741,0,0,0,0
Santa Clara,433,0.0085194,0.0172741,0,0,0,0.0000106
Santa Clara,434,0.0085194,0.0172741,0,0,0,0
Santa Clara,435,0.0085194,0.0119052,0.0000299,0.000003,0.0000006,0.0000121
Santa Clara,436,0.0085194,0.0172741,0,0,0,0.0001262
Santa Clara,437,0.0085194,0.0172741,0,0,0,0
Santa Clara,438,0.0085194,0.0172741,0,0,0,0.0000254
Santa Clara,439,0.0085194,0.0172741,0,0,0,0.0000049
Santa Clara,440,0.0085194,0.0172741,0,0,0,0.0000141
Santa Clara,441,0.0085194,0.0172741,0,0,0,0.0000071
Santa Clara,442,0.0085194,0.0172741,0,0,0,0
Santa Clara,443,0.0085194,0.0172741,0,0,0,0
Santa Clara,444,0.0085194,0.0172741,0,0,0,0.0000372
Santa Clara,445,0.0085194,0.0102757,0,0,0,0
Santa Clara,446,0.0085194,0.0102757,0,0,0,0
Santa Clara,447,0.0085194,0.0102757,0,0,0,0.0000071
Santa Clara,448,0.0085194,0.0102757,0.0000113,0,0,0.0000056
Santa Clara,449,0.0085194,0.0102757,0,0,0,0
Santa Clara,450,0.0085194,0.0102757,0.0000011,0,0,0.0000106
Santa Clara,451,0.0085194,0.0102757,0,0,0,0.0000106
Santa Clara,452,0.0085194,0.0102757,0,0,0,0.0000282
Santa Clara,453,0.0085194,0.0102757,0,0,0,0.0000224
Santa Clara,454,0.0085194,0.0102757,0,0,0,0.0000171
Santa Clara,455,0.0085194,0.0102757,0,0,0,0
Santa Clara,456,0.0085194,0.0102757,0,0,0,0.0000085
Santa Clara,457,0.0085194,0.0102757,0,0,0,0.0000134
Santa Clara,458,0.0085194,0.0102757,0,0,0,0
Santa Clara,459,0.0085194,0.0102757,0,0,0,0.0000233
Santa Clara,460,0.0085194,0.0172741,0,0,0,0
Santa Clara,461,0.0085194,0.0172741,0,0,0,0.0000076
Santa Clara,462,0.0085194,0.0172741,0,0,0,0.0000056
Santa Clara,463,0.0085194,0.0172741,0,0,0,0
Santa Clara,464,0.0085194,0.0172741,0,0,0,0
Santa Clara,465,0.0085194,0.0172741,0.0000023,0,0.0000017,0.0000106
Santa Clara,466,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,467,0.0085194,0.0119052,0,0,0,0
Santa Clara,468,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,469,0.0085194,0.0119052,0,0.0000032,0,0.0000085
Santa Clara,470,0.0085194,0.0119052,0,0,0.0000007,0.0000085
Santa Clara,471,0.0085194,0.0119052,0,0,0,0
Santa Clara,472,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,473,0.0085194,0.0119052,0,0,0,0.0000128
Santa Clara,474,0.0085194,0.0119052,0,0,0,0.0000066
Santa Clara,475,0.0085194,0.0119052,0,0,0,0.0000114
Santa Clara,476,0.0085194,0.0119052,0.0000226,0,0,0.0000228
Santa Clara,477,0.0085194,0.0119052,0,0,0,0.0000051
Santa Clara,478,0.0085194,0.0119052,0,0,0,0
Santa Clara,479,0.0085194,0.0119052,0,0,0,0.000036
Santa Clara,480,0.0085194,0.0119052,0,0,0,0.000019
Santa Clara,481,0.0085194,0.0119052,0,0,0,0.0000169
Santa Clara,482,0.0085194,0.0119052,0,0,0,0.0000078
Santa Clara,483,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,484,0.0085194,0.0187775,0,0,0,0.0000106
Santa Clara,485,0.0085194,0.0187775,0,0,0,0.0000534
Santa Clara,486,0.0085194,0.0187775,0,0,0,0.0000085
Santa Clara,487,0.0085194,0.0187775,0,0,0,0
Santa Clara,488,0.0085194,0.0187775,0,0,0,0.0000068
Santa Clara,489,0.0085194,0.0187775,0,0,0,0.0000522
Santa Clara,490,0.0085194,0.0187775,0,0,0,0.0000056
Santa Clara,491,0.0085194,0.0187775,0,0,0,0
Santa Clara,492,0.0085194,0.0187775,0.0000508,0,0,0
Santa Clara,493,0.0085194,0.0190044,0,0,0,0.0000255
Santa Clara,494,0.0085194,0.0190044,0,0,0,0.0000226
Santa Clara,495,0.0085194,0.0190044,0,0,0,0.0000085
Santa Clara,496,0.0085194,0.0190044,0,0,0,0.000008
Santa Clara,497,0.0085194,0.0190044,0,0.0000014,0,0.0000158
Santa Clara,498,0.0085194,0.0190044,0,0,0,0
Santa Clara,499,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,500,0.0085194,0.0071475,0,0,0,0
Santa Clara,501,0.0085194,0.0119052,0,0,0,0
Santa Clara,502,0.0085194,0.0071475,0,0,0.0000042,0
Santa Clara,503,0.0085194,0.0071475,0,0,0,0.0000141
Santa Clara,504,0.0085194,0.0071475,0,0,0,0.0000023
Santa Clara,505,0.0085194,0.0071475,0,0,0,0.0000056
Santa Clara,506,0.0085194,0.0071475,0,0.0000024,0,0.0000056
Santa Clara,507,0.0085194,0.0174709,0.0000395,0,0,0.0000078
Santa Clara,508,0.0085194,0.0174709,0.0001552,0,0,0.0000021
Santa Clara,509,0.0085194,0.0174709,0.000079,0,0,0.0000085
Santa Clara,510,0.0085194,0,0,0,0,0
Santa Clara,511,0.0085194,0.0174709,0,0,0,0.0000544
Santa Clara,512,0.0085194,0.0098798,0,0.0000028,0,0.0000071
Santa Clara,513,0.0085194,0.0174709,0,0,0,0
Santa Clara,514,0.0085194,0.0174709,0,0,0,0.0000063
Santa Clara,515,0.0085194,0.0119052,0.0001411,0,0,0.0000254
Santa Clara,516,0.0085194,0.0174709,0,0,0,0.0000092
Santa Clara,517,0.0085194,0.0119052,0,0,0,0.0000113
Santa Clara,518,0.0085194,0.0174709,0,0,0,0
Santa Clara,519,0.0085194,0.0119052,0.0000987,0,0,0.0000495
Santa Clara,520,0.0085194,0.0119052,0,0,0,0.0000092
Santa Clara,521,0.0085194,0.0119052,0,0,0,0.0000113
Santa Clara,522,0.0085194,0.0119052,0,0,0,0.0000127
Santa Clara,523,0.0085194,0.0119052,0,0,0,0
Santa Clara,524,0.0085194,0.0119052,0,0,0,0
Santa Clara,525,0.0085194,0.0119052,0,0,0,0
Santa Clara,526,0.0085194,0.0119052,0,0,0,0.0000324
Santa Clara,527,0.0085194,0.0119052,0,0,0,0.0000197
Santa Clara,528,0.0085194,0.0119052,0,0,0,0
Santa Clara,529,0.0085194,0.0119052,0,0,0,0
Santa Clara,530,0.0085194,0.0119052,0.0000209,0,0.000011,0
Santa Clara,531,0.0085194,0.0119052,0,0,0,0
Santa Clara,532,0.0085194,0.0119052,0,0,0,0
Santa Clara,533,0.0085194,0.0119052,0.0000175,0,0,0.0000197
Santa Clara,534,0.0085194,0.0119052,0.0002511,0,0,0.0000127
Santa Clara,535,0.0085194,0.0119052,0,0,0,0
Santa Clara,536,0.0085194,0.0119052,0,0,0,0
Santa Clara,537,0.0085194,0.0119052,0,0,0,0.0000008
Santa Clara,538,0.0085194,0.0119052,0,0,0.0000815,0
Santa Clara,539,0.0085194,0.0119052,0,0.0000078,0,0
Santa Clara,540,0.0085194,0.0119052,0.0000886,0,0,0.0000261
Santa Clara,541,0.0085194,0.0119052,0,0,0,0.0000313
Santa Clara,542,0.0085194,0.0119052,0,0,0,0
Santa Clara,543,0.0085194,0.0172741,0,0,0.0000011,0
Santa Clara,544,0.0085194,0.0172741,0,0,0,0.0000141
Santa Clara,545,0.0085194,0.0172741,0,0,0,0
Santa Clara,546,0.0085194,0.0119052,0.0013485,0.0000031,0.0000007,0.0000223
Santa Clara,547,0.0085194,0.0119052,0,0.0000017,0.0000021,0
Santa Clara,548,0.0085194,0.0119052,0,0.0000021,0,0.0000172
Santa Clara,549,0.0085194,0.0119052,0,0.0000013,0.000001,0.0000042
Santa Clara,550,0.0085194,0.0119052,0.0000152,0,0,0
Santa Clara,551,0.0085194,0.0119052,0.0000237,0,0,0
Santa Clara,552,0.0085194,0.0119052,0,0,0,0
Santa Clara,553,0.0085194,0.0119052,0,0,0,0.000013
Santa Clara,554,0.0085194,0.0119052,0,0,0,0
Santa Clara,555,0.0085194,0.0119052,0,0,0,0
Santa Clara,556,0.0085194,0.0119052,0,0.0000039,0,0
Santa Clara,557,0.0085194,0.0119052,0,0.0000371,0.0000158,0
Santa Clara,558,0.0085194,0.0119052,0.0000147,0.0000251,0.0000165,0
Santa Clara,559,0.0085194,0.0119052,0,0,0,0.0000127
Santa Clara,560,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,561,0.0085194,0.0119052,0,0,0,0
Santa Clara,562,0.0085194,0.0119052,0,0,0,0
Santa Clara,563,0.0085194,0.0119052,0.0000118,0,0.0000141,0.0000183
Santa Clara,564,0.0085194,0.0119052,0,0,0,0.0000082
Santa Clara,565,0.0085194,0.0119052,0,0,0,0
Santa Clara,566,0.0085194,0.0119052,0,0,0,0
Santa Clara,567,0.0085194,0.0119052,0,0.0000048,0,0.0000104
Santa Clara,568,0.0085194,0.0119052,0,0,0,0.0000078
Santa Clara,569,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,570,0.0085194,0.0119052,0,0,0,0.0000106
Santa Clara,571,0.0085194,0.0119052,0,0,0,0.0000075
Santa Clara,572,0.0085194,0.0119052,0.0000079,0,0,0.0000247
Santa Clara,573,0.0085194,0.0119052,0,0,0,0
Santa Clara,574,0.0085194,0.0119052,0,0,0,0
Santa Clara,575,0.0085194,0.0119052,0,0,0,0.0000171
Santa Clara,576,0.0085194,0.0119052,0,0,0,0
Santa Clara,577,0.0085194,0.0119052,0,0,0,0
Santa Clara,578,0.0085194,0.0119052,0,0,0,0
Santa Clara,579,0.0085194,0.0119052,0,0,0.0000004,0
Santa Clara,580,0.0085194,0.0119052,0.0000011,0,0,0
Santa Clara,581,0.0085194,0.0119052,0,0,0,0
Santa Clara,582,0.0085194,0.0119052,0,0,0,0.0000113
Santa Clara,583,0.0085194,0.0119052,0,0,0,0.0000099
Santa Clara,584,0.0085194,0.0119052,0.0000051,0,0.0000016,0.0000137
Santa Clara,585,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,586,0.0085194,0.0119052,0,0,0,0.0000228
Santa Clara,587,0.0085194,0.0119052,0,0,0,0.0000092
Santa Clara,588,0.0085194,0.0119052,0,0,0,0.0000045
Santa Clara,589,0.0085194,0.0119052,0,0,0,0.0000149
Santa Clara,590,0.0085194,0.0119052,0,0.0000212,0,0.0000045
Santa Clara,591,0.0085194,0.0119052,0.0000085,0,0,0.0000111
Santa Clara,592,0.0085194,0.0119052,0,0.0000113,0,0
Santa Clara,593,0.0085194,0.0119052,0.0000846,0,0,0.0000097
Santa Clara,594,0.0085194,0.0119052,0,0,0,0
Santa Clara,595,0.0085194,0.0119052,0.0000158,0,0.0000013,0
Santa Clara,596,0.0085194,0.0119052,0.0000197,0,0,0.0000183
Santa Clara,597,0.0085194,0.0119052,0,0,0.0000014,0
Santa Clara,598,0.0085194,0.0119052,0,0,0,0
Santa Clara,599,0.0085194,0.0119052,0,0,0,0
Santa Clara,600,0.0085194,0.0119052,0,0,0,0.0000113
Santa Clara,601,0.0085194,0.0119052,0,0,0,0
Santa Clara,602,0.0085194,0.0119052,0,0,0,0
Santa Clara,603,0.0085194,0.0119052,0.0004384,0,0,0
Santa Clara,604,0.0085194,0.0119052,0.0003972,0,0,0.0000722
Santa Clara,605,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,606,0.0085194,0.0262611,0,0,0,0.0000051
Santa Clara,607,0.0085194,0.0262611,0.0000039,0,0,0
Santa Clara,608,0.0085194,0.0262611,0,0,0,0
Santa Clara,609,0.0085194,0.0262611,0,0,0,0
Santa Clara,610,0.0085194,0.0262611,0,0,0,0
Santa Clara,611,0.0085194,0.0262611,0,0,0,0.0000169
Santa Clara,612,0.0085194,0.0262611,0,0,0,0
Santa Clara,613,0.0085194,0.0262611,0,0,0,0.0000214
Santa Clara,614,0.0085194,0.0262611,0,0,0,0.0000338
Santa Clara,615,0.0085194,0.0262611,0,0,0,0.0000003
Santa Clara,616,0.0085194,0.0262611,0,0,0,0.0001476
Santa Clara,617,0.0085194,0.0262611,0,0,0,0.0000056
Santa Clara,618,0.0085194,0.0262611,0,0,0,0
Santa Clara,619,0.0085194,0.0262611,0,0,0,0
Santa Clara,620,0.0085194,0.0262611,0,0,0,0.0000078
Santa Clara,621,0.0085194,0.0119052,0,0,0,0.0000171
Santa Clara,622,0.0085194,0.0119052,0,0,0,0.0000162
Santa Clara,623,0.0085194,0.0119052,0,0,0,0.0000063
Santa Clara,624,0.0085194,0.0119052,0,0,0,0
Santa Clara,625,0.0085194,0.0119052,0,0,0,0.0000049
Santa Clara,626,0.0085194,0.0119052,0,0.0000014,0,0.0000345
Santa Clara,627,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,628,0.0085194,0.0119052,0,0,0,0.0000113
Santa Clara,629,0.0085194,0.0119052,0,0,0,0.0000045
Santa Clara,630,0.0085194,0.0119052,0,0,0,0.0000087
Santa Clara,631,0.0085194,0.0119052,0,0,0,0.0000329
Santa Clara,632,0.0085194,0.0119052,0,0,0,0.000009
Santa Clara,633,0.0085194,0.0119052,0,0,0,0.000067
Santa Clara,634,0.0085194,0.0119052,0,0,0,0.0000045
Santa Clara,635,0.0085194,0.0119052,0,0.0000226,0,0
Santa Clara,636,0.0085194,0.0119052,0,0,0,0.0000045
Santa Clara,637,0.0085194,0.0119052,0,0,0,0
Santa Clara,638,0.0085194,0.0119052,0,0,0,0.0000078
Santa Clara,639,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,640,0.0085194,0.0119052,0,0,0,0.0000052
Santa Clara,641,0.0085194,0.0119052,0,0,0,0.0000331
Santa Clara,642,0.0085194,0.0119052,0,0,0,0
Santa Clara,643,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,644,0.0085194,0.0119052,0,0,0,0
Santa Clara,645,0.0085194,0.0119052,0,0,0,0.0000078
Santa Clara,646,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,647,0.0085194,0.0119052,0,0,0,0
Santa Clara,648,0.0085194,0.0119052,0,0,0,0
Santa Clara,649,0.0085194,0.0119052,0,0,0,0.0000285
Santa Clara,650,0.0085194,0.0119052,0,0,0,0.0000093
Santa Clara,651,0.0085194,0.0119052,0,0,0,0.0000326
Santa Clara,652,0.0085194,0.0119052,0,0,0,0
Santa Clara,653,0.0085194,0.0119052,0,0,0,0.0000226
Santa Clara,654,0.0085194,0.0119052,0,0,0,0
Santa Clara,655,0.0085194,0.0119052,0,0,0,0.0000162
Santa Clara,656,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,657,0.0085194,0.0119052,0,0,0,0
Santa Clara,658,0.0085194,0.0119052,0,0,0,0
Santa Clara,659,0.0085194,0.0119052,0,0,0,0.0000147
Santa Clara,660,0.0085194,0.0119052,0.000132,0.0000031,0,0.0000254
Santa Clara,661,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,662,0.0085194,0.0119052,0,0,0,0.000011
Santa Clara,663,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,664,0.0085194,0.0119052,0,0,0,0.0000047
Santa Clara,665,0.0085194,0.0119052,0,0,0,0.0000193
Santa Clara,666,0.0085194,0.0119052,0,0,0,0
Santa Clara,667,0.0085194,0.0119052,0,0,0,0.0000183
Santa Clara,668,0.0085194,0.0119052,0,0,0,0.0000056
Santa Clara,669,0.0085194,0.0119052,0,0,0,0.0000182
Santa Clara,670,0.0085194,0.0119052,0,0,0,0.0000087
Santa Clara,671,0.0085194,0.0119052,0,0,0,0
Santa Clara,672,0.0085194,0.0119052,0,0,0,0.0000059
Santa Clara,673,0.0085194,0.0119052,0,0,0,0.0000049
Santa Clara,674,0.0085194,0.0119052,0,0,0,0.0000127
Santa Clara,675,0.0085194,0.0119052,0,0,0,0.0000063
Santa Clara,676,0.0085194,0.0119052,0,0,0,0
Santa Clara,677,0.0085194,0.0119052,0,0,0,0
Santa Clara,678,0.0085194,0.0119052,0,0,0,0.000024
Santa Clara,679,0.0085194,0.0119052,0,0,0,0.0000054
Santa Clara,680,0.0085194,0.0119052,0,0,0,0.0000083
Santa Clara,681,0.0085194,0.0119052,0,0,0,0.0000099
Santa Clara,682,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,683,0.0085194,0.0119052,0,0,0,0.0000058
Santa Clara,684,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,685,0.0085194,0.0119052,0,0,0,0.0000234
Santa Clara,686,0.0085194,0.0119052,0,0,0,0.0000148
Santa Clara,687,0.0085194,0.0119052,0,0,0,0.0000049
Santa Clara,688,0.0085194,0.0119052,0,0,0,0.0000212
Santa Clara,689,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,690,0.0085194,0.0119052,0,0,0,0.0000085
Santa Clara,691,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,692,0.0085194,0.0119052,0,0,0,0
Santa Clara,693,0.0085194,0.0119052,0,0,0,0.0000173
Santa Clara,694,0.0085194,0.0119052,0,0,0,0.0000107
Santa Clara,695,0.0085194,0.0119052,0,0,0,0.0000071
Santa Clara,696,0.0085194,0.0119052,0.0000073,0,0,0
Santa Clara,697,0.0085194,0.0119052,0.0000395,0,0,0.0000068
Santa Clara,698,0.0085194,0.0161156,0,0.0000007,0,0.0000268
Santa Clara,699,0.0085194,0.0161156,0,0,0,0.0000071
Santa Clara,700,0.0085194,0.0161156,0.0000141,0.0000313,0,0.0000127
Santa Clara,701,0.0085194,0.0161156,0,0,0,0
Santa Clara,702,0.0085194,0.0161156,0,0,0,0.0000439
Santa Clara,703,0.0085194,0.0161156,0,0,0,0.0000049
Santa Clara,704,0.0085194,0.0128477,0,0,0,0
Santa Clara,705,0.0085194,0.0128477,0,0,0.0000006,0
Santa Clara,706,0.0085194,0.0128477,0.0000017,0.0000083,0,0.000008
Santa Clara,707,0.0085194,0.0128477,0.000053,0.0000013,0,0.0000216
Santa Clara,708,0.0085194,0.0128477,0,0,0,0.0000345
Santa Clara,709,0.0085194,0.0128477,0,0.0000004,0,0.0000197
Santa Clara,710,0.0085194,0.0128477,0.0000056,0,0,0.0000141
Santa Clara,711,0.0085194,0.0128477,0,0,0,0.0000021
Santa Clara,712,0.0085194,0.0098798,0.0000192,0.0000096,0,0.0000134
Santa Clara,713,0.0085194,0.0098798,0.0000045,0,0,0
Santa Clara,714,0.0085194,0.0098798,0.0000062,0.000002,0,0.0000004
